dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
5,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2,0.24,0.2424,0.75,0.2,249.20106918649122
4,4.0,1.0,11.0,5.0,0.0,0.0,0.0,1,0.26,0.2727,0.65,0.1,232.14184322642092
8,1.0,0.0,2.0,5.0,0.0,2.0,1.0,1,0.26,0.2273,0.81,0.3,254.44276464346433
24,2.0,1.0,3.0,6.0,0.0,6.0,0.0,2,0.52,0.5,0.83,0.2,244.86134317962973
10,1.0,1.0,1.0,17.0,0.0,2.0,1.0,1,0.42,0.4242,0.38,0.3,172.05879579398942
13,1.0,1.0,1.0,3.0,0.0,5.0,1.0,1,0.36,0.3333,0.87,0.3,155.44056392167056
18,2.0,1.0,5.0,3.0,0.0,5.0,1.0,1,0.46,0.4545,0.72,0.1,190.58804904529626
19,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2,0.24,0.2121,0.52,0.3,233.48806191290976
12,4.0,0.0,12.0,3.0,0.0,1.0,1.0,1,0.18,0.2424,0.74,0.0,169.915831265747
21,3.0,1.0,6.0,3.0,0.0,4.0,1.0,1,0.72,0.697,0.74,0.0,173.8268451144948
4,4.0,1.0,11.0,5.0,0.0,0.0,0.0,1,0.26,0.2727,0.65,0.1,232.14184322642092
6,4.0,0.0,10.0,6.0,0.0,4.0,1.0,1,0.4,0.4091,0.66,0.2,229.41866904669047
10,1.0,1.0,2.0,3.0,0.0,5.0,1.0,1,0.26,0.2879,0.56,0.1,169.5359541440502
9,1.0,1.0,3.0,3.0,0.0,5.0,1.0,1,0.46,0.4545,0.77,0.5,165.85493275470583
12,2.0,1.0,6.0,3.0,0.0,2.0,1.0,2,0.66,0.6212,0.69,0.3,190.33705013539026
10,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1,0.12,0.1212,0.5,0.3,228.33217527244793
7,4.0,0.0,11.0,3.0,0.0,1.0,1.0,1,0.32,0.3485,0.93,0.0,184.84756112753925
24,4.0,0.0,10.0,3.0,0.0,1.0,1.0,1,0.4,0.4091,0.82,0.1,147.06471263414335
28,1.0,0.0,1.0,5.0,0.0,5.0,1.0,2,0.18,0.2121,0.8,0.1,243.86217203950451
14,2.0,0.0,4.0,6.0,0.0,4.0,1.0,1,0.34,0.3485,0.76,0.1,217.31272339344525
30,2.0,1.0,3.0,18.0,0.0,5.0,1.0,1,0.42,0.4242,0.54,0.2,201.63968395653532
18,3.0,1.0,7.0,6.0,0.0,3.0,1.0,1,0.72,0.6818,0.7,0.2,245.03728879996999
19,2.0,1.0,6.0,6.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.1,243.7472304411277
19,3.0,1.0,8.0,5.0,0.0,0.0,0.0,2,0.6,0.5909,0.73,0.1,153.4753584464935
31,3.0,0.0,8.0,4.0,0.0,3.0,1.0,1,0.56,0.5303,0.73,0.0,231.43848781866916
7,2.0,1.0,5.0,6.0,0.0,1.0,1.0,1,0.46,0.4545,0.88,0.1,177.0411333277204
28,2.0,0.0,4.0,5.0,0.0,4.0,1.0,2,0.62,0.5758,0.83,0.4,249.76862800835687
21,4.0,0.0,10.0,4.0,0.0,5.0,1.0,1,0.36,0.3485,0.71,0.2,218.57125452994683
8,2.0,1.0,5.0,3.0,0.0,2.0,1.0,2,0.52,0.5,0.68,0.3,190.26306768216023
13,1.0,0.0,3.0,8.0,0.0,0.0,0.0,1,0.4,0.4091,0.5,0.3,223.90593687697066
30,2.0,0.0,3.0,5.0,0.0,6.0,0.0,1,0.24,0.2121,0.42,0.0,151.69091361252066
2,1.0,0.0,2.0,5.0,0.0,3.0,1.0,3,0.22,0.2424,0.93,0.1,241.50336127198852
31,2.0,1.0,5.0,6.0,0.0,4.0,1.0,1,0.6,0.5909,0.73,0.2,251.8880326096886
25,2.0,1.0,3.0,7.0,0.0,0.0,0.0,2,0.4,0.4091,0.94,0.3,262.51396012247784
3,2.0,0.0,6.0,4.0,0.0,5.0,1.0,1,0.52,0.5,0.48,0.3,236.81009524099778
5,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1,0.2,0.2576,0.61,0.0,181.5714586995339
30,4.0,0.0,9.0,5.0,0.0,5.0,1.0,1,0.52,0.5,0.83,0.2,280.37532973257686
26,1.0,1.0,12.0,6.0,0.0,3.0,1.0,2,0.22,0.2121,0.69,0.2,155.73358828525568
3,1.0,1.0,2.0,3.0,0.0,5.0,1.0,1,0.28,0.2576,0.56,0.3,214.4662245680215
5,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1,0.22,0.2273,0.51,0.2,254.39954720621122
13,1.0,1.0,3.0,3.0,0.0,2.0,1.0,3,0.52,0.5,0.72,0.3,153.91071460954404
9,1.0,1.0,2.0,3.0,0.0,4.0,1.0,1,0.22,0.2121,0.8,0.3,230.74392267830797
30,4.0,1.0,11.0,3.0,0.0,5.0,1.0,1,0.24,0.2879,0.75,0.0,195.71111726396998
13,2.0,1.0,4.0,3.0,0.0,5.0,1.0,1,0.34,0.3333,0.61,0.2,205.67033867912724
25,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1,0.26,0.2576,0.75,0.2,221.67120601198977
16,3.0,1.0,9.0,5.0,0.0,0.0,0.0,1,0.5,0.4848,0.72,0.0,176.4935394067983
20,1.0,1.0,1.0,3.0,0.0,5.0,1.0,1,0.24,0.2576,0.52,0.1,153.5571280039955
2,1.0,1.0,3.0,3.0,0.0,5.0,1.0,1,0.32,0.3182,0.57,0.2,209.57952493528887
12,2.0,0.0,4.0,4.0,0.0,2.0,1.0,2,0.56,0.5303,0.64,0.1,218.04993599955478
19,4.0,1.0,12.0,3.0,0.0,3.0,1.0,1,0.26,0.2727,0.75,0.1,231.04755599213155
25,4.0,1.0,9.0,3.0,0.0,2.0,1.0,1,0.42,0.4242,0.71,0.1,278.3162012094852
3,1.0,1.0,2.0,3.0,0.0,5.0,1.0,1,0.28,0.2576,0.56,0.3,214.4662245680215
31,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1,0.3,0.2879,0.45,0.2,227.9518239006797
18,4.0,1.0,12.0,3.0,0.0,2.0,1.0,1,0.42,0.4242,0.88,0.2,252.33890259641197
5,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1,0.22,0.2273,0.51,0.2,254.39954720621122
9,2.0,0.0,4.0,9.0,0.0,6.0,0.0,2,0.34,0.3485,0.87,0.1,158.42898074138827
31,1.0,1.0,1.0,17.0,0.0,2.0,1.0,1,0.54,0.5152,0.26,0.4,197.9124193234448
25,4.0,0.0,9.0,7.0,0.0,0.0,0.0,2,0.6,0.5152,0.94,0.1,209.1871929132785
9,1.0,1.0,3.0,3.0,0.0,5.0,1.0,1,0.46,0.4545,0.77,0.5,165.85493275470583
8,4.0,0.0,10.0,6.0,0.0,6.0,0.0,1,0.42,0.4242,0.94,0.0,160.28396172648215
17,3.0,1.0,9.0,3.0,0.0,1.0,1.0,1,0.5,0.4848,0.77,0.1,262.33642589102743
12,2.0,1.0,6.0,3.0,0.0,2.0,1.0,2,0.66,0.6212,0.69,0.3,190.33705013539026
27,2.0,0.0,5.0,4.0,0.0,5.0,1.0,1,0.64,0.6061,0.69,0.1,164.11229129319642
18,4.0,1.0,12.0,3.0,0.0,2.0,1.0,1,0.42,0.4242,0.88,0.2,252.33890259641197
23,3.0,1.0,6.0,6.0,0.0,6.0,0.0,1,0.64,0.5758,0.83,0.1,280.574387421546
29,4.0,1.0,9.0,5.0,0.0,6.0,0.0,1,0.5,0.4848,0.63,0.2,222.17630583797762
17,1.0,1.0,2.0,3.0,0.0,5.0,1.0,2,0.28,0.2879,0.93,0.1,171.9687603964597
8,3.0,1.0,8.0,3.0,0.0,3.0,1.0,1,0.7,0.6667,0.84,0.0,196.62330498661197
7,1.0,0.0,2.0,4.0,0.0,1.0,1.0,1,0.2,0.2576,0.86,0.0,236.72790342853637
6,1.0,1.0,1.0,3.0,0.0,5.0,1.0,1,0.22,0.2424,0.69,0.1,168.1184885730913
12,1.0,0.0,1.0,6.0,0.0,3.0,1.0,1,0.12,0.1515,0.93,0.1,147.873630868319
30,3.0,1.0,6.0,6.0,0.0,6.0,0.0,1,0.64,0.5758,0.89,0.2,263.3969696492374
23,2.0,1.0,5.0,3.0,0.0,3.0,1.0,1,0.6,0.5758,0.78,0.1,159.1127117813719
14,4.0,0.0,11.0,5.0,0.0,1.0,1.0,2,0.44,0.4394,0.67,0.3,380.8134115784302
7,4.0,1.0,12.0,4.0,0.0,5.0,1.0,1,0.26,0.2727,0.75,0.1,503.7455134463771
28,4.0,1.0,9.0,4.0,0.0,5.0,1.0,3,0.56,0.5303,0.88,0.1,442.85961906993845
19,4.0,0.0,12.0,4.0,0.0,1.0,1.0,1,0.16,0.1818,0.86,0.1,359.19857488057727
12,4.0,1.0,11.0,16.0,1.0,1.0,0.0,1,0.56,0.5303,0.64,0.2,292.5639397448427
4,1.0,1.0,3.0,7.0,0.0,0.0,0.0,2,0.3,0.2727,0.52,0.3,309.62444842170254
7,1.0,1.0,3.0,4.0,0.0,3.0,1.0,1,0.28,0.2576,0.61,0.3,621.5211843925492
22,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1,0.68,0.6364,0.65,0.2,297.51654593601216
24,1.0,1.0,1.0,4.0,0.0,2.0,1.0,2,0.3,0.3182,1.0,0.1,432.3760442293914
21,2.0,1.0,5.0,4.0,0.0,1.0,1.0,3,0.56,0.5303,0.88,0.3,422.67952562405543
2,1.0,1.0,1.0,4.0,1.0,2.0,0.0,2,0.26,0.2576,0.45,0.3,321.50237613663074
3,4.0,1.0,12.0,3.0,0.0,1.0,1.0,1,0.38,0.3939,0.87,0.0,297.27230889997753
27,1.0,1.0,2.0,16.0,0.0,1.0,1.0,1,0.54,0.5152,0.26,0.4,284.00628158986143
24,4.0,1.0,9.0,3.0,0.0,1.0,1.0,1,0.46,0.4545,0.63,0.2,308.8630481492778
30,2.0,1.0,3.0,4.0,0.0,5.0,1.0,1,0.34,0.3485,0.53,0.1,370.8470446311043
28,1.0,1.0,2.0,16.0,0.0,2.0,1.0,1,0.42,0.4242,0.28,0.1,306.0110854638314
27,2.0,1.0,5.0,6.0,0.0,0.0,0.0,1,0.62,0.5758,0.83,0.2,284.61197720673533
2,2.0,1.0,5.0,4.0,0.0,3.0,1.0,1,0.54,0.5152,0.88,0.0,416.19542788705616
11,4.0,1.0,11.0,5.0,0.0,0.0,0.0,1,0.3,0.303,0.87,0.1,312.4193693938193
9,2.0,1.0,5.0,4.0,0.0,3.0,1.0,3,0.56,0.5303,0.88,0.2,418.44321128520625
18,2.0,1.0,6.0,4.0,0.0,1.0,1.0,2,0.54,0.5152,0.77,0.2,538.2376142121292
17,1.0,1.0,2.0,16.0,0.0,5.0,1.0,1,0.42,0.4242,0.32,0.3,301.3603410037353
12,4.0,1.0,11.0,4.0,1.0,1.0,0.0,1,0.4,0.4091,0.76,0.1,406.01593866912384
2,3.0,1.0,8.0,4.0,0.0,4.0,1.0,1,0.66,0.6061,0.83,0.0,464.0706142307502
15,1.0,1.0,3.0,4.0,0.0,4.0,1.0,1,0.44,0.4394,0.77,0.1,468.620574824769
9,4.0,0.0,11.0,5.0,0.0,3.0,1.0,1,0.3,0.3333,0.87,0.0,351.369069957447
2,2.0,1.0,6.0,6.0,0.0,6.0,0.0,2,0.5,0.4848,0.77,0.2,349.03373283443506
8,1.0,1.0,2.0,4.0,0.0,3.0,1.0,1,0.24,0.2576,0.7,0.1,530.0952509716055
1,4.0,1.0,11.0,4.0,0.0,4.0,1.0,2,0.34,0.3485,0.66,0.1,572.4902432252139
21,1.0,0.0,12.0,4.0,0.0,3.0,1.0,2,0.36,0.3788,0.71,0.0,370.7604566091808
9,1.0,1.0,3.0,5.0,0.0,5.0,1.0,3,0.4,0.4091,0.66,0.3,618.1550336888789
20,1.0,1.0,1.0,11.0,0.0,5.0,1.0,2,0.2,0.1818,0.32,0.4,400.4399437853336
10,4.0,1.0,10.0,4.0,0.0,3.0,1.0,2,0.46,0.4545,0.88,0.1,554.9410522181355
13,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1,0.02,0.2273,0.8,0.1,513.2975424587684
30,1.0,1.0,1.0,15.0,0.0,1.0,1.0,1,0.32,0.3182,0.24,0.2,380.40594762239715
19,2.0,1.0,6.0,4.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.1,514.3666912029537
16,4.0,1.0,10.0,17.0,0.0,2.0,1.0,1,0.52,0.5,0.39,0.2,328.43565254833044
22,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1,0.68,0.6364,0.65,0.2,297.51654593601216
16,4.0,0.0,10.0,7.0,0.0,0.0,0.0,1,0.4,0.4091,0.62,0.1,300.64243982228874
8,1.0,1.0,2.0,4.0,0.0,3.0,1.0,1,0.24,0.2576,0.7,0.1,530.0952509716055
2,2.0,1.0,4.0,16.0,0.0,1.0,1.0,1,0.5,0.4848,0.34,0.3,381.2713406684849
16,4.0,1.0,10.0,3.0,0.0,2.0,1.0,1,0.42,0.4242,0.67,0.1,286.73398121190695
27,3.0,1.0,8.0,5.0,0.0,1.0,1.0,1,0.62,0.5606,0.88,0.0,556.1005719233088
15,2.0,1.0,6.0,4.0,0.0,5.0,1.0,1,0.56,0.5303,0.83,0.2,430.1671874967305
9,2.0,1.0,5.0,4.0,0.0,3.0,1.0,3,0.56,0.5303,0.88,0.2,418.44321128520625
2,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1,0.28,0.2576,0.45,0.3,301.88192524841617
2,2.0,0.0,6.0,5.0,0.0,4.0,1.0,1,0.66,0.6212,0.39,0.2,356.0887171403586
14,4.0,1.0,12.0,15.0,0.0,5.0,1.0,1,0.4,0.4091,0.47,0.2,324.7175986057999
8,1.0,1.0,1.0,8.0,0.0,0.0,0.0,1,0.3,0.303,0.52,0.1,362.3284060349257
24,4.0,1.0,10.0,4.0,0.0,3.0,1.0,1,0.5,0.4848,0.77,0.1,583.1762608927575
14,2.0,1.0,6.0,4.0,0.0,4.0,1.0,2,0.6,0.6212,0.56,0.3,480.0934059117389
19,2.0,1.0,6.0,4.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.1,514.3666912029537
21,1.0,1.0,12.0,4.0,0.0,5.0,1.0,2,0.36,0.3182,0.71,0.5,444.26850035608476
30,4.0,1.0,11.0,4.0,0.0,5.0,1.0,1,0.22,0.2727,0.75,0.0,478.09359577150354
2,3.0,1.0,8.0,4.0,0.0,4.0,1.0,1,0.66,0.6061,0.83,0.0,464.0706142307502
1,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1,0.66,0.6061,0.83,0.1,282.89364150978554
3,1.0,1.0,2.0,16.0,0.0,5.0,1.0,1,0.4,0.4091,0.37,0.1,320.35962085832523
28,1.0,1.0,2.0,16.0,0.0,2.0,1.0,1,0.42,0.4242,0.28,0.1,306.0110854638314
9,4.0,1.0,11.0,4.0,0.0,5.0,1.0,1,0.32,0.2879,0.53,0.4,566.3610208987311
22,4.0,1.0,10.0,3.0,0.0,1.0,1.0,1,0.4,0.4091,0.62,0.0,325.60338655362824
21,3.0,1.0,9.0,4.0,0.0,5.0,1.0,1,0.5,0.4848,0.77,0.0,507.15480257797657
5,2.0,1.0,6.0,4.0,0.0,2.0,1.0,3,0.5,0.4848,0.82,0.2,522.2885686472779
2,1.0,1.0,2.0,4.0,0.0,4.0,1.0,3,0.4,0.4091,0.82,0.1,432.16601042523536
1,3.0,0.0,7.0,5.0,0.0,5.0,1.0,1,0.6,0.6061,0.64,0.1,300.7672371597717
1,3.0,0.0,7.0,5.0,0.0,5.0,1.0,1,0.6,0.6061,0.64,0.1,300.7672371597717
12,4.0,1.0,10.0,4.0,0.0,5.0,1.0,1,0.36,0.3636,0.76,0.1,502.4212606900739
20,3.0,1.0,7.0,4.0,0.0,5.0,1.0,2,0.66,0.5909,0.89,0.2,410.9466518586717
15,1.0,1.0,2.0,16.0,0.0,3.0,1.0,1,0.42,0.4242,0.38,0.2,305.7378929853008
18,3.0,1.0,7.0,4.0,0.0,3.0,1.0,1,0.72,0.6818,0.7,0.1,476.75472392827515
1,3.0,0.0,7.0,5.0,0.0,5.0,1.0,1,0.6,0.6061,0.64,0.1,300.7672371597717
1,4.0,1.0,10.0,3.0,0.0,1.0,1.0,1,0.44,0.4394,0.77,0.0,289.152835293413
13,1.0,0.0,2.0,7.0,0.0,0.0,0.0,1,0.42,0.4242,0.0,0.3,356.0667084706749
10,4.0,1.0,11.0,3.0,0.0,1.0,1.0,4,0.36,0.3485,0.66,0.1,317.72976795484743
7,1.0,1.0,2.0,5.0,0.0,2.0,1.0,1,0.32,0.3333,0.49,0.1,618.033198681982
14,2.0,1.0,4.0,6.0,0.0,6.0,0.0,1,0.34,0.3333,0.76,0.2,286.9171238590576
28,1.0,1.0,2.0,16.0,0.0,2.0,1.0,1,0.42,0.4242,0.28,0.1,306.0110854638314
27,1.0,1.0,1.0,4.0,0.0,5.0,1.0,2,0.4,0.4091,1.0,0.3,331.838213198192
8,2.0,1.0,6.0,4.0,0.0,5.0,1.0,1,0.52,0.5,0.63,0.0,461.98697910504296
4,1.0,1.0,3.0,7.0,0.0,0.0,0.0,2,0.3,0.2727,0.52,0.3,309.62444842170254
26,4.0,1.0,11.0,3.0,0.0,1.0,1.0,1,0.2,0.2576,0.69,0.0,319.48643326610187
21,3.0,1.0,6.0,4.0,0.0,4.0,1.0,1,0.7,0.6667,0.84,0.1,398.80101568295504
9,4.0,1.0,12.0,5.0,0.0,0.0,0.0,2,0.4,0.4091,0.87,0.1,295.9332318256247
6,4.0,0.0,10.0,5.0,0.0,4.0,1.0,1,0.42,0.4242,0.62,0.2,347.00155727104396
3,1.0,1.0,2.0,5.0,0.0,5.0,1.0,1,0.26,0.2576,0.6,0.2,615.0161887412931
10,1.0,1.0,3.0,4.0,0.0,5.0,1.0,1,0.4,0.4091,0.87,0.3,472.5582437301193
19,2.0,1.0,6.0,4.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.1,514.3666912029537
15,1.0,0.0,2.0,6.0,0.0,2.0,1.0,1,0.2,0.1818,0.32,0.3,313.4175480964928
1,4.0,1.0,10.0,3.0,0.0,1.0,1.0,1,0.44,0.4394,0.77,0.0,289.152835293413
6,4.0,1.0,11.0,3.0,0.0,2.0,1.0,1,0.22,0.2424,0.64,0.1,289.48006424480735
6,1.0,1.0,1.0,4.0,0.0,5.0,1.0,1,0.22,0.2273,0.69,0.1,405.7735030810325
14,2.0,0.0,4.0,5.0,0.0,4.0,1.0,1,0.34,0.3485,0.76,0.1,304.3839038110634
17,1.0,1.0,3.0,16.0,0.0,5.0,1.0,1,0.72,0.4242,0.42,0.0,289.7493333276262
4,3.0,1.0,7.0,5.0,1.0,3.0,0.0,1,0.66,0.6212,0.69,0.0,323.28484652474305
19,2.0,1.0,6.0,5.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.2,557.7916715911452
19,3.0,1.0,8.0,6.0,0.0,0.0,0.0,2,0.62,0.6061,0.69,0.1,326.30276107194385
24,3.0,0.0,8.0,5.0,0.0,3.0,1.0,1,0.56,0.5303,0.73,0.1,305.7345082380928
7,2.0,1.0,5.0,5.0,0.0,1.0,1.0,1,0.46,0.4545,0.88,0.1,461.5955184709352
21,2.0,0.0,4.0,5.0,0.0,4.0,1.0,2,0.42,0.4242,0.54,0.6,344.1984380766755
12,4.0,1.0,10.0,4.0,0.0,5.0,1.0,1,0.36,0.3636,0.76,0.1,502.4212606900739
1,2.0,1.0,5.0,4.0,0.0,2.0,1.0,2,0.52,0.5,0.72,0.1,499.44848553714263
18,1.0,1.0,3.0,8.0,0.0,0.0,0.0,2,0.42,0.4242,0.88,0.1,284.6935317792264
30,2.0,1.0,3.0,4.0,0.0,5.0,1.0,1,0.34,0.3485,0.53,0.1,370.8470446311043
16,1.0,0.0,2.0,5.0,0.0,3.0,1.0,1,0.2,0.197,0.47,0.2,326.15597629660937
17,2.0,1.0,5.0,5.0,0.0,4.0,1.0,1,0.56,0.5303,0.68,0.3,556.9163965815046
22,2.0,1.0,4.0,8.0,0.0,0.0,0.0,3,0.4,0.4091,0.82,0.3,334.3141866129716
3,2.0,0.0,6.0,5.0,0.0,5.0,1.0,1,0.52,0.5,0.48,0.4,365.2429966549067
5,1.0,1.0,1.0,4.0,0.0,4.0,1.0,2,0.2,0.2273,0.59,0.1,431.55789345115755
20,4.0,0.0,10.0,5.0,0.0,5.0,1.0,1,0.56,0.5303,0.76,0.2,282.8294258269342
26,1.0,1.0,12.0,5.0,0.0,3.0,1.0,2,0.22,0.2121,0.69,0.3,470.93886562061397
3,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1,0.26,0.2576,0.6,0.2,494.8729420259861
5,1.0,1.0,3.0,4.0,0.0,1.0,1.0,1,0.2,0.2273,0.55,0.1,600.0615514137205
13,1.0,1.0,3.0,4.0,0.0,2.0,1.0,2,0.46,0.4545,0.82,0.2,430.5744238641492
9,1.0,1.0,2.0,4.0,0.0,4.0,1.0,2,0.22,0.197,0.75,0.4,562.2004859798315
30,4.0,1.0,11.0,4.0,0.0,5.0,1.0,1,0.22,0.2727,0.75,0.0,478.09359577150354
6,2.0,1.0,4.0,4.0,0.0,5.0,1.0,1,0.34,0.3182,0.49,0.3,510.50088705156105
25,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1,0.26,0.2424,0.7,0.3,526.9996416261464
16,3.0,1.0,9.0,6.0,0.0,0.0,0.0,1,0.5,0.4848,0.72,0.0,330.0683980214022
10,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1,0.26,0.2879,0.56,0.1,412.11591463879125
17,1.0,1.0,2.0,4.0,0.0,5.0,1.0,2,0.28,0.2727,0.93,0.2,469.7716141203691
12,2.0,0.0,4.0,5.0,0.0,2.0,1.0,2,0.54,0.5152,0.68,0.1,306.7795303188101
12,4.0,1.0,12.0,4.0,0.0,3.0,1.0,1,0.26,0.303,0.6,0.0,618.6985313050649
25,4.0,1.0,9.0,4.0,0.0,2.0,1.0,1,0.42,0.4242,0.71,0.1,632.3102724608373
3,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1,0.26,0.2576,0.6,0.2,494.8729420259861
31,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1,0.3,0.2879,0.49,0.2,504.54778079487966
6,4.0,1.0,11.0,3.0,0.0,2.0,1.0,1,0.22,0.2424,0.64,0.1,289.48006424480735
26,2.0,1.0,3.0,4.0,0.0,1.0,1.0,1,0.44,0.4394,0.82,0.2,385.0705797332751
30,2.0,0.0,4.0,8.0,0.0,6.0,0.0,1,0.4,0.4091,0.54,0.3,371.41948854136183
9,2.0,1.0,4.0,16.0,0.0,1.0,1.0,1,0.56,0.5303,0.3,0.4,371.3325910826018
16,4.0,0.0,10.0,7.0,0.0,0.0,0.0,1,0.4,0.4091,0.62,0.1,300.64243982228874
3,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1,0.26,0.2576,0.6,0.2,494.8729420259861
20,4.0,1.0,10.0,6.0,0.0,6.0,0.0,1,0.42,0.4242,0.71,0.0,412.5619101041995
17,3.0,1.0,9.0,4.0,0.0,1.0,1.0,1,0.5,0.4848,0.77,0.0,613.6250867519574
19,2.0,1.0,6.0,4.0,0.0,2.0,1.0,2,0.6,0.5758,0.78,0.1,514.3666912029537
1,2.0,1.0,5.0,4.0,0.0,5.0,1.0,1,0.62,0.4545,0.73,0.0,427.72841264643876
10,4.0,1.0,12.0,3.0,0.0,1.0,1.0,2,0.38,0.3939,0.94,0.1,285.61969025383945
14,3.0,1.0,7.0,6.0,0.0,6.0,0.0,2,0.64,0.5909,0.78,0.1,324.033882138402
29,4.0,1.0,9.0,6.0,0.0,6.0,0.0,1,0.5,0.4848,0.63,0.3,462.84737607922773
17,1.0,1.0,2.0,4.0,0.0,5.0,1.0,2,0.28,0.2727,0.93,0.2,469.7716141203691
8,3.0,1.0,8.0,4.0,0.0,3.0,1.0,1,0.7,0.6667,0.84,0.0,466.41222929522013
23,1.0,1.0,1.0,3.0,0.0,1.0,1.0,2,0.18,0.2424,0.86,0.0,300.71221323707897
6,1.0,1.0,1.0,4.0,0.0,5.0,1.0,1,0.22,0.2273,0.69,0.1,405.7735030810325
11,1.0,1.0,1.0,6.0,0.0,3.0,1.0,1,0.2,0.2121,0.86,0.1,283.44778265502896
14,3.0,1.0,7.0,6.0,0.0,6.0,0.0,2,0.64,0.5909,0.78,0.1,324.033882138402
24,2.0,1.0,5.0,4.0,0.0,4.0,1.0,2,0.6,0.5455,0.88,0.2,391.52281751590056
